🕘️更新时间,#genre#
CCTV-10 科教,http://ygbh.site/php/bfgd.php?id=129
CCTV-11 戏曲,http://116.128.242.83:9901/tsfile/live/0012_1.m3u8
CCTV-11 戏曲,http://ygbh.site/php/bfgd.php?id=130
CCTV-11 戏曲,http://ygbh.site/php/bfgd.php?id=130
CCTV-12 社会与法,http://111.227.196.164:9901/tsfile/live/faacts/0012_1.m3u8
CCTV-12 社会与法,http://ygbh.site/php/bfgd.php?id=131
CCTV-12 社会与法,http://ygbh.site/php/bfgd.php?id=131
CCTV-13 新闻,http://61.156.228.12:8154/tsfile/live/0013_1.m3u8
CCTV-13 新闻,http://ygbh.site/php/bfgd.php?id=067
CCTV-13 新闻,http://ygbh.site/php/bfgd.php?id=067
CCTV-14 少儿,http://111.227.196.164:9901/tsfile/live/faacts/0014_1.m3u8
CCTV-14 少儿,http://ygbh.site/php/bfgd.php?id=132
CCTV-14 少儿,http://ygbh.site/php/bfgd.php?id=132
CCTV-15 音乐,http://218.241.192.50:8808/rtp/239.3.1.153:8136
CCTV-15 音乐,http://ygbh.site/php/bfgd.php?id=133
CCTV-15 音乐,http://ygbh.site/php/bfgd.php?id=133
CCTV-16 奥林匹克,http://218.241.192.50:8808/rtp/239.3.1.184:8001
CCTV-16 奥林匹克,http://t.061899.xyz/tl/dq.php?id=cctv16
CCTV-16 奥林匹克,http://t.061899.xyz/tl/dq.php?id=cctv16
CCTV-17 农业农村,http://218.241.192.50:8808/rtp/239.3.1.151:8144
CCTV-17 农业农村,http://ygbh.site/php/bfgd.php?id=204
CCTV-17 农业农村,http://ygbh.site/php/bfgd.php?id=204

📺央视高清频道,#genre#
CCTV-1,http://ygbh.site/php/bfgd.php?id=488
CCTV-2,http://ygbh.site/php/bfgd.php?id=061
CCTV-3,http://ygbh.site/php/bfgd.php?id=062
CCTV-4,http://ygbh.site/php/bfgd.php?id=063
CCTV-5,http://ygbh.site/php/bfgd.php?id=064
CCTV-5,http://218.241.192.50:8808/rtp/239.3.1.173:8001
CCTV-5+,http://ygbh.site/php/bfgd.php?id=246
CCTV-5+,http://218.241.192.50:8808/rtp/239.3.1.130:8004
CCTV-6,http://ygbh.site/php/bfgd.php?id=065
CCTV-7,http://ygbh.site/php/bfgd.php?id=127
CCTV-8,http://ygbh.site/php/bfgd.php?id=066
CCTV-9,http://ygbh.site/php/bfgd.php?id=128
CCTV-10,http://ygbh.site/php/bfgd.php?id=129
CCTV-11,http://ygbh.site/php/bfgd.php?id=130
CCTV-12,http://ygbh.site/php/bfgd.php?id=131
CCTV-13,http://ygbh.site/php/bfgd.php?id=067
CCTV-14,http://ygbh.site/php/bfgd.php?id=132
CCTV-15,http://ygbh.site/php/bfgd.php?id=133
CCTV-16,http://t.061899.xyz/tl/dq.php?id=cctv16
CCTV-17,http://ygbh.site/php/bfgd.php?id=204

☘️广东频道,#genre#

📡卫视频道,#genre#

🏀体育频道,#genre#
CCTV-5体育,http://ygbh.site/php/bfgd.php?id=064
CCTV-5体育,http://218.241.192.50:8808/rtp/239.3.1.173:8001
CCTV-5+体育赛事,http://ygbh.site/php/bfgd.php?id=246
CCTV-5+体育赛事,http://218.241.192.50:8808/rtp/239.3.1.130:8004

🌊港·澳·台,#genre#
鳳凰衛視中文台,http://203.205.191.53/qctv.fengshows.cn/live/0701pcc72.m3u8
鳳凰衛視中文台,http://203.205.191.53/qctv.fengshows.cn/live/0701pcc72.m3u8
鳳凰衛視資訊台,http://203.205.191.53/qctv.fengshows.cn/live/0701pin72.m3u8
鳳凰衛視資訊台,http://203.205.191.53/qctv.fengshows.cn/live/0701pin72.m3u8
鳳凰衛視香港台,http://203.205.191.53/qctv.fengshows.cn/live/0701phk72.m3u8
鳳凰衛視香港台,http://203.205.191.53/qctv.fengshows.cn/live/0701phk72.m3u8
TVb翡翠台,http://36.36.200.198:44330/tsfile/live/1008_1.m3u8?key=txiptv&playlive=0&authid=0
TVBS亚洲,http://38.64.72.148:80/hls/modn/list/4005/chunklist0.m3u8
TVBS亚洲,http://38.64.72.148:80/hls/modn/list/4005/chunklist0.m3u8
TVBS亚洲,http://38.64.72.148:80/hls/modn/list/4005/chunklist0.m3u8
TVBS亚洲,http://38.64.72.148:80/hls/modn/list/4005/chunklist0.m3u8
中天新闻「LiTV」,http://5.44.249.130:5002/ts/8i2mwhruaecye9fa.ts

🎬电影频道,#genre#

🎬影片放映厅,#genre#

🎬-影星专场-,#genre#
周星驰国语,http://131.186.40.172:15002/huya/11342412
周星驰粤语,http://131.186.40.172:15002/huya/11336587
林正英电影,http://iptv.jxpan.vip:18888/aio/huya/11342421
杰森斯坦电影,http://cfss.cc/cdn/hy/21059588.m3u8
杰森斯坦电影,http://cfss.cc/cdn/hy/21059588.m3u8

🎬电视剧频道,#genre#
爱情公寓,http://cfss.cc/cdn/hy/11336726.m3u8
爱情公寓,http://iptv.jxpan.vip:18888/aio/huya/11336726
寻秦记,http://cfss.cc/cdn/hy/29465848.m3u8
寻秦记,http://iptv.jxpan.vip:18888/aio/huya/29465848
铁齿铜牙纪晓岚,https://live.metshop.top/huya/11342396
铁齿铜牙纪晓岚,http://cfss.cc/cdn/hy/11342396.m3u8
铁齿铜牙纪晓岚,https://live.metshop.top/huya/11342396
鬼吹灯之精绝古城,http://cfss.cc/cdn/hy/11352871.m3u8
鬼吹灯之精绝古城,http://iptv.jxpan.vip:18888/aio/huya/11352871
鬼吹灯之怒晴湘西,http://cfss.cc/cdn/hy/11602075.m3u8
鬼吹灯之怒晴湘西,http://iptv.jxpan.vip:18888/aio/huya/11602075
鬼吹灯之龙岭迷窟,http://iptv.jxpan.vip:18888/aio/huya/29465863
鬼吹灯之云南虫谷,http://cfss.cc/cdn/hy/11352898.m3u8
鬼吹灯之云南虫谷,http://iptv.jxpan.vip:18888/aio/huya/11352898

🎵音乐频道,#genre#
CCTV-15,http://218.241.192.50:8808/rtp/239.3.1.153:8136
CCTV-15,http://ygbh.site/php/bfgd.php?id=133

🎵演唱会,#genre#
周传雄演唱会,https://vd2.bdstatic.com/mda-nmgc0ms3fm9b3bu3/576p/h264/1671266481202765955/mda-nmgc0ms3fm9b3bu3.mp4
周传雄演唱会,https://vd2.bdstatic.com/mda-nmgc0ms3fm9b3bu3/576p/h264/1671266481202765955/mda-nmgc0ms3fm9b3bu3.mp4
叶倩文演唱会,https://alimov2.a.kwimgs.com/upic/2020/10/01/20/BMjAyMDEwMDEyMDMzNDlfMTE0Mzc4ODk3OF8zNjk0Njc4ODI3OF8yXzM=_b_B77b9c6c66d5b6dafbe520a286bb6e6b9.mp4
叶倩文演唱会,https://alimov2.a.kwimgs.com/upic/2020/10/01/20/BMjAyMDEwMDEyMDMzNDlfMTE0Mzc4ODk3OF8zNjk0Njc4ODI3OF8yXzM=_b_B77b9c6c66d5b6dafbe520a286bb6e6b9.mp4
邓紫棋演唱会,https://txmov2.a.kwimgs.com/upic/2020/05/03/00/BMjAyMDA1MDMwMDI1NThfMTA4ODgyMjg1OF8yNzg1MTg2NjE4Nl8yXzM=_b_Becfaef0427da414c3aad36364ca49e85.mp4
邓紫棋演唱会,https://txmov2.a.kwimgs.com/upic/2020/05/03/00/BMjAyMDA1MDMwMDI1NThfMTA4ODgyMjg1OF8yNzg1MTg2NjE4Nl8yXzM=_b_Becfaef0427da414c3aad36364ca49e85.mp4
张学友演唱会,https://alimov2.a.kwimgs.com/upic/2020/05/11/04/BMjAyMDA1MTEwNDE3NTRfMTA4ODgyMjg1OF8yODM1OTM2NTkxMl8yXzM=_b_Bf2cbd177f1349dcfc12d89443cf374af.mp4
张学友演唱会,https://alimov2.a.kwimgs.com/upic/2020/05/11/04/BMjAyMDA1MTEwNDE3NTRfMTA4ODgyMjg1OF8yODM1OTM2NTkxMl8yXzM=_b_Bf2cbd177f1349dcfc12d89443cf374af.mp4
伍佰演唱会,https://txmov2.a.kwimgs.com/upic/2021/01/07/22/BMjAyMTAxMDcyMjU0MzRfODI4NTk1NTQ0XzQyMDMwMTYyOTIwXzJfMw==_b_Bf5420efd42bfae1dca666d543730fbda.mp4
伍佰演唱会,https://txmov2.a.kwimgs.com/upic/2021/01/07/22/BMjAyMTAxMDcyMjU0MzRfODI4NTk1NTQ0XzQyMDMwMTYyOTIwXzJfMw==_b_Bf5420efd42bfae1dca666d543730fbda.mp4
宝丽金《成立20周年 1990群星演唱会完整版》,https://vd3.bdstatic.com/mda-pbp4sapcn5kmpxhg/hd/cae_h264/1677214872094217006/mda-pbp4sapcn5kmpxhg.mp4
宝丽金《成立25周年 群星演唱会完整版》,https://vd2.bdstatic.com/mda-pbq9cde2ii3ti6dc/hd/cae_h264/1677311810110678172/mda-pbq9cde2ii3ti6dc.mp4
宝丽金《成立30周年 群星演唱会完整版》,https://vd2.bdstatic.com/mda-pbr4g2edssnu2heu/576p/h264/1677381478074490840/mda-pbr4g2edssnu2heu.mp4
周杰伦《2002 THE ONE台北演唱会 完整版》金曲版,https://vd3.bdstatic.com/mda-nmgdfvsm9kc46pcz/576p/h264/1671270120913302151/mda-nmgdfvsm9kc46pcz.mp4
《周杰伦2004无与伦比演唱会完整版》,https://vd4.bdstatic.com/mda-nmbpre7yr8iug4m1/576p/h264/1670863877948761917/mda-nmbpre7yr8iug4m1.mp4
《周杰伦2007年世界巡回演唱会完整版》,https://vd4.bdstatic.com/mda-nmbgya8v797emg7u/576p/h264/1670847005358747234/mda-nmbgya8v797emg7u.mp4
《周杰伦2010超时代演唱会完整版》,https://vd2.bdstatic.com/mda-nmc4khkjnn0k62bn/360p/h264/1670901524505595792/mda-nmc4khkjnn0k62bn.mp4
《周杰伦2013年摩天轮世界巡回演唱会完整版》,https://vd4.bdstatic.com/mda-nmcex5u2u9puxz6d/576p/h264/1670928165588976698/mda-nmcex5u2u9puxz6d.mp4
《周杰伦2016年地表最强世界巡回演唱会完整版》,https://vd2.bdstatic.com/mda-nmd5ujxqrmxh59qj/576p/h264/1670992604552514459/mda-nmd5ujxqrmxh59qj.mp4
任贤齐《2015年 落跑吧 爱情演唱会完整版》,https://vd2.bdstatic.com/mda-nmfghew2rp3wcqp5/hd/cae_h264/1671202143575146017/mda-nmfghew2rp3wcqp5.mp4
任贤齐《2020年齐迹演唱会 台北站 完整版 蓝光字幕》,https://vd3.bdstatic.com/mda-nmfkavww2vps91pz/hd/cae_h264/1671209200204248516/mda-nmfkavww2vps91pz.mp4
陈奕迅《2007红磡体育馆演唱会 4K 完整版》,https://vd4.bdstatic.com/mda-paw7k4hdfnz4xyry/576p/h264/1675143278817711982/mda-paw7k4hdfnz4xyry.mp4
陈奕迅《2010“DUO”演唱会完整版》神级现场！,https://vd4.bdstatic.com/mda-nmfac23y1z5zr3mn/hd/cae_h264/1671183014510079803/mda-nmfac23y1z5zr3mn.mp4
陈奕迅《Eason’s Life 2013香港演唱会 完整版》,https://vd2.bdstatic.com/mda-nmn90etbajxggvpb/576p/h264/1671777371048275385/mda-nmn90etbajxggvpb.mp4
伍佰2018年China.Blue.透南风演唱会完整版》,https://vd2.bdstatic.com/mda-nmeb54vh3bws7c4c/576p/h264/1671091096057328271/mda-nmeb54vh3bws7c4c.mp4
林俊杰《2015时线新地球 巡回演唱会 完整版》,https://vd3.bdstatic.com/mda-nms50i1sia113r2r/576p/h264/1672112770324111320/mda-nms50i1sia113r2r.mp4
动力火车《2016年下一站台北演唱会  完整版》,https://vd4.bdstatic.com/mda-nmh64c39b2ss5p7j/576p/h264/1671338273583946669/mda-nmh64c39b2ss5p7j.mp4
伍佰生命现场演唱会全集》,https://vd2.bdstatic.com/mda-nmbk1dc1rd2h9m1t/576p/h264/1670854626527512118/mda-nmbk1dc1rd2h9m1t.mp4
郭富城2013年回演唱会香港站 完整版》,https://vd4.bdstatic.com/mda-nmdfbhu809ktgnuh/360p/h264/1671015249590151746/mda-nmdfbhu809ktgnuh.mp4
王心凌《2021 台北小巨蛋演唱会 完整版》,https://vd2.bdstatic.com/mda-pa2cpund9weddj58/576p/h264/1672736536177563955/mda-pa2cpund9weddj58.mp4
周华健《2015今天唱什么 巡回演唱会完整版》,https://vd2.bdstatic.com/mda-pa3cxmj5kz5viwwq/576p/h264/1672824310339702670/mda-pa3cxmj5kz5viwwq.mp4
周华健《2016 出道30年演唱会 完整版》,https://vd3.bdstatic.com/mda-pa3ecnd7aukyaf4a/576p/h264/1672827636953342632/mda-pa3ecnd7aukyaf4a.mp4
张信哲《2016年 还爱光年演唱会 完整版》经典之作！,https://vd2.bdstatic.com/mda-nmh7q2cm8dwjnum3/576p/h264/1671341864394610629/mda-nmh7q2cm8dwjnum3.mp4
张信哲《2018年歌时代II 演唱会 完整版》非常好看,https://vd3.bdstatic.com/mda-nmh90x7nebc5706t/576p/h264/1671345460202595301/mda-nmh90x7nebc5706t.mp4
刘若英《2016 Renext 台北我敢世界巡回演唱会 完整版》,https://vd4.bdstatic.com/mda-nmq4kv7nj8fisyyu/576p/h264/1671939594909809041/mda-nmq4kv7nj8fisyyu.mp4
周慧敏《2006与爱长流演唱会 完整版》,https://vd3.bdstatic.com/mda-paf2ni0c5ys3hqtx/576p/h264/1673834172840368674/mda-paf2ni0c5ys3hqtx.mp4
周慧敏《30周年 演唱会 完整版》,https://vd3.bdstatic.com/mda-nmk3vfc49zsei6ek/576p/h264/1671591746174731071/mda-nmk3vfc49zsei6ek.mp4
邓紫棋《2015年XXX北京演唱会 完整版》,https://vd2.bdstatic.com/mda-nmmdn9c6wfb058fg/576p/h264/1671702121121048555/mda-nmmdn9c6wfb058fg.mp4
邓紫棋《2017 世界巡回演唱会 完整版》,https://vd4.bdstatic.com/mda-nmme7ggr3353yfce/360p/h264/1671703414902151326/mda-nmme7ggr3353yfce.mp4
张学友《1995年友学友 经典演唱会 完整版》,https://vd3.bdstatic.com/mda-nmf3ms2fzrxski1f/hd/cae_h264/1671162288536760512/mda-nmf3ms2fzrxski1f.mp4
张学友《1999 友个人演唱会 完整版》,https://vd2.bdstatic.com/mda-pb36w8b6rnc0z5hj/576p/h264/1675486718975622631/mda-pb36w8b6rnc0z5hj.mp4
张学友《2007年 光年巡回 演唱会 完整版》,https://vd4.bdstatic.com/mda-nmek3yr26v0mmia8/360p/h264/1671114180615380093/mda-nmek3yr26v0mmia8.mp4
张学友《2016年学友经典台北演唱会 完整版》,https://vd4.bdstatic.com/mda-nmn72w34juavvyx6/576p/h264/1671772109003214938/mda-nmn72w34juavvyx6.mp4
刘德华1994演唱会,https://alimov2.a.kwimgs.com/upic/2020/11/21/21/BMjAyMDExMjEyMTA2NDdfODI4NTk1NTQ0XzM5NTk1NzIyODQ0XzJfMw==_b_Bd2a633720f4eb58f50fcf669ac9f6481.mp4
刘德华1996演唱会,https://txmov2.a.kwimgs.com/upic/2020/11/24/04/BMjAyMDExMjQwNDAwMzFfODI4NTk1NTQ0XzM5NzA5NDUwNzEyXzJfMw==_b_B5b8c14b2ba01d46f3c1f12fbeba49c43.mp4
刘德华1999演唱会,https://alimov2.a.kwimgs.com/upic/2020/11/18/21/BMjAyMDExMTgyMTQ0NDlfODI4NTk1NTQ0XzM5NDM1NzU0Njc0XzJfMw==_b_B98fc4057c592f311f03825bd7f3bb05c.mp4
刘德华2001演唱会,https://alimov2.a.kwimgs.com/upic/2020/11/18/21/BMjAyMDExMTgyMTA3MjdfODI4NTk1NTQ0XzM5NDMzNDM3OTI0XzJfMw==_b_B52993094a9f0b4a854478aca541a9a58.mp4
刘德华2007演唱会,https://alimov2.a.kwimgs.com/upic/2020/02/28/13/BMjAyMDAyMjgxMzMwNDFfMTU5NTU2MTY2OV8yNDE4ODE5MDc1Ml8yXzM=_b_B48ce4518e73458e04dec4771e0deb6a4.mp4
刘德华《2010Unforgettable香港红馆演唱会 完整版》,https://vd2.bdstatic.com/mda-nmj6k2bc3adyg21b/576p/h264/1671511395304150666/mda-nmj6k2bc3adyg21b.mp4
刘德华《巡回演唱会上海站 完整版》八万人大合唱,https://vd2.bdstatic.com/mda-nmedfmpuhx9k86xn/576p/h264/1671098620160374576/mda-nmedfmpuhx9k86xn.mp4
黎明《2005 红磡经典金曲演唱会 完整版》,https://vd3.bdstatic.com/mda-nmpe78rgx4gw838q/hd/cae_h264/1671883745043789332/mda-nmpe78rgx4gw838q.mp4
黎明《2011 Leon XU 红馆 Live演唱会 完整版》,https://vd4.bdstatic.com/mda-nmcde2gcrk3fjt5z/576p/h264/1670925006665758590/mda-nmcde2gcrk3fjt5z.mp4
张惠妹《2013世界巡回演唱会完整版》,https://vd2.bdstatic.com/mda-pa59wsxnp6hvw6cd/576p/h264/1672989122541301764/mda-pa59wsxnp6hvw6cd.mp4
李宗盛《2006理性与感性演唱会 完整版》,https://vd4.bdstatic.com/mda-pb24ivm6mtvf47cw/hd/cae_h264/1675401338311630042/mda-pb24ivm6mtvf47cw.mp4

📺-X-📺,#genre#
CGTN,https://english-livebkali.cgtn.com/live/encgtn_0.m3u8
CGTN,https://english-livebkali.cgtn.com/live/encgtn_0.m3u8
CGTN纪录,https://english-livebkali.cgtn.com/live/doccgtn_0.m3u8
CGTN纪录,https://english-livebkali.cgtn.com/live/doccgtn_0.m3u8
